"id","userReviewSeries","userReviewOnlyContent","userRatingSeries","userRatingValue","businessReplied","businessReplyContent","userReviewContent","LowAvgHighCost","businessType","cityState","friends","reviews","photos","eliteStatus","userName","Date","userBusinessPhotos","userCheckIns","weekday","the","and","for.","have","that","they","this","you","not","but","good","with","the_ratios","and_ratios","for_ratios","have_ratios","that_ratios","they_ratios","this_ratios","you_ratios","not_ratios","but_ratios","good_ratios","with_ratios","maxVote","votedRating","Rating","finalPrediction","CorrectPrediction","actualRatingValue"
563,"mostRecentVisit_review","  Another fabulous trip to HIGH END SPA! Love the new addition in the back with rocking chairs under beautiful trees! This place is growing faster than it can hardly keep up with - went on a Monday thinking it won't be as crowded and wow! It felt like a weekend! I'm hoping they will expand kitchen and help as it takes about Been going here for over ","threeVisitsPrior_rating",3,"no",NA,"6/5/2018Updated review
 6 photos

 2 check-ins

Another fabulous trip to HIGH END SPA! Love the new addition in the back with rocking chairs under beautiful trees! This place is growing faster than it can hardly keep up with - went on a Monday thinking it won't be as crowded and wow! It felt like a weekend! I'm hoping they will expand kitchen and help as it takes about 40 minutes to wait in line around the lunch hour to get food. It's all prepared fresh though and I appreciate that.

Been going here for over 27 years. I've seen all the growth and change. It's been bumpy and they are ironing out the kinks. Love the new bar - prob could use another one on other end of spa. I understand they are talking expansion though and even building a resort. I only hope it doesn't take away the private feel of this place. The area inside Starbucks (long hallway) seems like wasted space. Hardly anyone in there. Food was good, try the fish tacos (although I think they told me shells were gluten free and I'm certain they are not) and so were the beverages. Overall a relaxing day and I'd recommend if you want to get away. Get there early to claim a spot- it can get crowded and they do hit max occupancy on holidays and some weekends. Get on email list to purchase gift card deals when they offer them- it's definitely the way to go and they don't expire I'm told.

","High","high end massage retreat","Mission Viejo, CA",500,404,452,"Elite '2020","Patty A R.","2018-06-05",6,2,"Thu",2,2,1,0,0,1,1,0,0,0,0,2,0.027,0.027,0.014,0,0,0.014,0.014,0,0,0,0,0.027,9,5,"5","5",0,"rating 3"
564,"lastVisit_review","Been going here for over Read less
","threeVisitsPrior_rating",3,"no",NA,"3/30/2018Previous review
Been going here for over 27 years. I've seen all the growth and change. It's been bumpy and they are ironing out the kinks. Love the new bar - prob could use another one on other end of spa. I understand they are talking expansion though and even building a resort. I only hope it doesn't take away the private feel of this place. The area inside Starbucks (long hallway) seems like wasted space. Hardly anyone in there. Food was good, try the fish tacos (although I think they told me shells were gluten free and I'm certain they are not) and so were the beverages. Overall a relaxing day and I'd recommend if you want to get away. Get there early to claim a spot- it can get crowded and they do hit max occupancy on holidays and some weekends. Get on email list to purchase gift card deals when they offer them- it's definitely the way to go and they don't expire I'm told.

Read less
","High","high end massage retreat","Mission Viejo, CA",500,404,452,"Elite '2020","Patty A R.","2018-03-30",NA,NA,"Mon",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0,0,0,0,0,0,0,5,5,"5","5",0,"rating 3"
565,"twoVisitsPrior_review","I miss the old HIGH END SPA. I've waited Read less
","threeVisitsPrior_rating",3,"no",NA,"2/10/2018Previous review
I miss the old HIGH END SPA. I've waited 2 days to actually talk to someone there about purchasing a large gift certificate. I was going to buy online but have a question. No live chat available and no response to my email after 2 days. Tried calling - waited over 15 minutes on hold then gave up and used the call back option. When Melissa from HIGH END SPA called back, we didn't have the best connection and within seconds she hung up and didn't try me back. Been going here for over 25 years and I've watched the service of this place plummet. It will no longer be my annual girls trip and mother daughter trip. Not worth the hassle when there are many other spas with amazing service around So Cal. I'd rather pay more and have my day feel like a spa day than chase down someone for a drink and wait 30 minutes or deal with people on the phone who have bad attitudes. Good bye HIGH END SPA.

Read less
","High","high end massage retreat","Mission Viejo, CA",500,404,452,"Elite '2020","Patty A R.","2018-02-10",NA,NA,"Tue",1,0,0,0,0,0,0,0,0,0,0,0,0.077,0,0,0,0,0,0,0,0,0,0,0,4,1,"tie","3",1,"rating 3"
566,"threeVisitsPrior_review","I've been coming here for over The weekends are my least favorite time to visit because it's just too crowded. Good luck getting a pool float and you'll wait nearly Read less
","threeVisitsPrior_rating",3,"no",NA,"8/27/2017Previous review
I've been coming here for over 25 years and have seen the ups and downs of this place. They are under with new management or ownership than last year when I came and so far it's better than before. This place is like an oasis away from it all. Mineral springs, wading/lounge pool, multiple hot tubs and spa treatments await you here. They serve alcohol and even put in a Starbucks. It's clean, and the locker room has you covered for shampoo, conditioner and lotion if you forget.

The weekends are my least favorite time to visit because it's just too crowded. Good luck getting a pool float and you'll wait nearly 30 minutes or more to get a drink. They reach maximum occupancy most weekends. They've done better dealing with the quantity of people but it's sill a long wait for most anything. Because of this. It's also hard to justify the cost to visit - $69 admission fee. The admission fee is just ridiculous. And if you don't book a $100 service like a massage or facial, , you're not guaranteed to get in. This is probably my last trip unless they have some super sensational deal. The drive coupled with no guarantees of getting in are a no win for me.

Read less
","High","high end massage retreat","Mission Viejo, CA",500,404,452,"Elite '2020","Patty A R.","2017-08-27",NA,NA,"Fri",1,1,1,0,0,0,0,1,0,0,1,0,0.028,0.028,0.028,0,0,0,0,0.028,0,0,0.028,0,8,5,"5","5",0,"rating 3"
567,"fourVisitsPrior_review","I've been coming here for over The weekends are my least favorite time to visit because it's just too crowded. Good luck getting a pool float and you'll wait nearly Read less
","threeVisitsPrior_rating",3,"no",NA,"8/27/2017Previous review
I've been coming here for over 25 years and have seen the ups and downs of this place. They are under with new management or ownership than last year when I came and so far it's better than before. This place is like an oasis away from it all. Mineral springs, wading/lounge pool, multiple hot tubs and spa treatments await you here. They serve alcohol and even put in a Starbucks. It's clean, and the locker room has you covered for shampoo, conditioner and lotion if you forget.

The weekends are my least favorite time to visit because it's just too crowded. Good luck getting a pool float and you'll wait nearly 30 minutes or more to get a drink. They reach maximum occupancy most weekends. They've done better dealing with the quantity of people but it's sill a long wait for most anything. Because of this. It's also hard to justify the cost to visit - $69 admission fee. The admission fee is just ridiculous. And if you don't book a $100 service like a massage or facial, , you're not guaranteed to get in. This is probably my last trip unless they have some super sensational deal. The drive coupled with no guarantees of getting in are a no win for me.

Read less
","High","high end massage retreat","Mission Viejo, CA",500,404,452,"Elite '2020","Patty A R.","2017-08-27",NA,NA,"Fri",1,1,1,0,0,0,0,1,0,0,1,0,0.028,0.028,0.028,0,0,0,0,0.028,0,0,0.028,0,8,5,"5","5",0,"rating 3"
568,"mostRecentVisit_review"," I was involved in a serious car accident this past weekend and was referred to this chiropractic office to help with my neck and spine. DOCTOR is amazing! This was my first time ever at a chiropractic office, so I was really nervous. He took the time to explain everything to me and made me feel so comfortable. I am glad I will be getting treated by this facility. I would recommend to anyone!","mostRecentVisit_rating",5,"no",NA,"2/28/2017
 1 check-in

I was involved in a serious car accident this past weekend and was referred to this chiropractic office to help with my neck and spine. DOCTOR is amazing! This was my first time ever at a chiropractic office, so I was really nervous. He took the time to explain everything to me and made me feel so comfortable. I am glad I will be getting treated by this facility. I would recommend to anyone!","Avg","chiropractic","Orange, CA",217,212,64,"Elite '2020","Riley M.","2017-02-28",NA,1,"Sat",1,3,0,0,0,0,4,0,0,0,0,1,0.012,0.038,0,0,0,0,0.05,0,0,0,0,0.012,7,5,"5","5",1,"rating 5"
569,"mostRecentVisit_review","  Another fabulous trip to HIGH END SPA! Love the new addition in the back with rocking chairs under beautiful trees! This place is growing faster than it can hardly keep up with - went on a Monday thinking it won't be as crowded and wow! It felt like a weekend! I'm hoping they will expand kitchen and help as it takes about Been going here for over ","fourVisitsPrior_rating",3,"no",NA,"6/5/2018Updated review
 6 photos

 2 check-ins

Another fabulous trip to HIGH END SPA! Love the new addition in the back with rocking chairs under beautiful trees! This place is growing faster than it can hardly keep up with - went on a Monday thinking it won't be as crowded and wow! It felt like a weekend! I'm hoping they will expand kitchen and help as it takes about 40 minutes to wait in line around the lunch hour to get food. It's all prepared fresh though and I appreciate that.

Been going here for over 27 years. I've seen all the growth and change. It's been bumpy and they are ironing out the kinks. Love the new bar - prob could use another one on other end of spa. I understand they are talking expansion though and even building a resort. I only hope it doesn't take away the private feel of this place. The area inside Starbucks (long hallway) seems like wasted space. Hardly anyone in there. Food was good, try the fish tacos (although I think they told me shells were gluten free and I'm certain they are not) and so were the beverages. Overall a relaxing day and I'd recommend if you want to get away. Get there early to claim a spot- it can get crowded and they do hit max occupancy on holidays and some weekends. Get on email list to purchase gift card deals when they offer them- it's definitely the way to go and they don't expire I'm told.

","High","high end massage retreat","Mission Viejo, CA",500,404,452,"Elite '2020","Patty A R.","2018-06-05",6,2,"Thu",2,2,1,0,0,1,1,0,0,0,0,2,0.027,0.027,0.014,0,0,0.014,0.014,0,0,0,0,0.027,9,5,"5","5",0,"rating 3"
57,"lastVisit_review","WORST EXPERIENCE EVER!!

For our wedding anniversary, my parents purchased a pamper package from this establishment. We woke up early on our anniversary day, and drove three hours to make an After back and forward with the manager he offer a ","mostRecentVisit_rating",1,"yes"," Amber P. of HIGH END SPA Hot Springs

Business Customer Service

9/3/2018Hi Jack, I am sorry to hear your story and I apologize this all occurred on your anniversary. Our Director of Operations is going to be reaching out to you tomorrow and wants to speak with you about your experience. 
That was a very nice gift given by your parents and we apologize how the day took a turn and you were not able to have the relaxing, wonderful anniversary that was planned. Please keep an eye out for a phone call tomorrow, September 4.
We look forward to speaking with you, Alexa Gallegos

Read more
","8/31/2018Previous review
WORST EXPERIENCE EVER!!

For our wedding anniversary, my parents purchased a pamper package from this establishment. We woke up early on our anniversary day, and drove three hours to make an 11am scheduled massage. When we got there the check in clerk couldnt find our reservation. The manager got involved and reviewed the recordings of the telephone conversation and states that the call was dropped and the reservation was not finalized. Our family had mentioned to us that when they asked for an email confirmation, they were told that the confirmation number provided over the phone would be sufficient to locating the appointment for the massage.

After back and forward with the manager he offer a 6:30pm slot.. 7HOURS after the original time. We got our money refunded and drove home for another 3hrs... what an anniversary!!

Comment from Amber P. of HIGH END SPA Hot Springs

Business Customer Service

9/3/2018Hi Jack, I am sorry to hear your story and I apologize this all occurred on your anniversary. Our Director of Operations is going to be reaching out to you tomorrow and wants to speak with you about your experience. 
That was a very nice gift given by your parents and we apologize how the day took a turn and you were not able to have the relaxing, wonderful anniversary that was planned. Please keep an eye out for a phone call tomorrow, September 4.
We look forward to speaking with you, Alexa Gallegos

Read more
","High","high end massage retreat","Van Nuys, CA",116,24,30,NA,"Jack K.","2018-08-31",NA,NA,"Tue",1,2,1,0,0,0,1,0,0,0,0,1,0.021,0.043,0.021,0,0,0,0.021,0,0,0,0,0.021,8,5,"5","5",0,"rating 1"
570,"lastVisit_review","Been going here for over Read less
","fourVisitsPrior_rating",3,"no",NA,"3/30/2018Previous review
Been going here for over 27 years. I've seen all the growth and change. It's been bumpy and they are ironing out the kinks. Love the new bar - prob could use another one on other end of spa. I understand they are talking expansion though and even building a resort. I only hope it doesn't take away the private feel of this place. The area inside Starbucks (long hallway) seems like wasted space. Hardly anyone in there. Food was good, try the fish tacos (although I think they told me shells were gluten free and I'm certain they are not) and so were the beverages. Overall a relaxing day and I'd recommend if you want to get away. Get there early to claim a spot- it can get crowded and they do hit max occupancy on holidays and some weekends. Get on email list to purchase gift card deals when they offer them- it's definitely the way to go and they don't expire I'm told.

Read less
","High","high end massage retreat","Mission Viejo, CA",500,404,452,"Elite '2020","Patty A R.","2018-03-30",NA,NA,"Mon",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0,0,0,0,0,0,0,5,5,"5","5",0,"rating 3"
571,"twoVisitsPrior_review","I miss the old HIGH END SPA. I've waited Read less
","fourVisitsPrior_rating",3,"no",NA,"2/10/2018Previous review
I miss the old HIGH END SPA. I've waited 2 days to actually talk to someone there about purchasing a large gift certificate. I was going to buy online but have a question. No live chat available and no response to my email after 2 days. Tried calling - waited over 15 minutes on hold then gave up and used the call back option. When Melissa from HIGH END SPA called back, we didn't have the best connection and within seconds she hung up and didn't try me back. Been going here for over 25 years and I've watched the service of this place plummet. It will no longer be my annual girls trip and mother daughter trip. Not worth the hassle when there are many other spas with amazing service around So Cal. I'd rather pay more and have my day feel like a spa day than chase down someone for a drink and wait 30 minutes or deal with people on the phone who have bad attitudes. Good bye HIGH END SPA.

Read less
","High","high end massage retreat","Mission Viejo, CA",500,404,452,"Elite '2020","Patty A R.","2018-02-10",NA,NA,"Tue",1,0,0,0,0,0,0,0,0,0,0,0,0.077,0,0,0,0,0,0,0,0,0,0,0,4,1,"tie","4",0,"rating 3"
572,"threeVisitsPrior_review","I've been coming here for over The weekends are my least favorite time to visit because it's just too crowded. Good luck getting a pool float and you'll wait nearly Read less
","fourVisitsPrior_rating",3,"no",NA,"8/27/2017Previous review
I've been coming here for over 25 years and have seen the ups and downs of this place. They are under with new management or ownership than last year when I came and so far it's better than before. This place is like an oasis away from it all. Mineral springs, wading/lounge pool, multiple hot tubs and spa treatments await you here. They serve alcohol and even put in a Starbucks. It's clean, and the locker room has you covered for shampoo, conditioner and lotion if you forget.

The weekends are my least favorite time to visit because it's just too crowded. Good luck getting a pool float and you'll wait nearly 30 minutes or more to get a drink. They reach maximum occupancy most weekends. They've done better dealing with the quantity of people but it's sill a long wait for most anything. Because of this. It's also hard to justify the cost to visit - $69 admission fee. The admission fee is just ridiculous. And if you don't book a $100 service like a massage or facial, , you're not guaranteed to get in. This is probably my last trip unless they have some super sensational deal. The drive coupled with no guarantees of getting in are a no win for me.

Read less
","High","high end massage retreat","Mission Viejo, CA",500,404,452,"Elite '2020","Patty A R.","2017-08-27",NA,NA,"Fri",1,1,1,0,0,0,0,1,0,0,1,0,0.028,0.028,0.028,0,0,0,0,0.028,0,0,0.028,0,8,5,"5","5",0,"rating 3"
573,"fourVisitsPrior_review","I've been coming here for over The weekends are my least favorite time to visit because it's just too crowded. Good luck getting a pool float and you'll wait nearly Read less
","fourVisitsPrior_rating",3,"no",NA,"8/27/2017Previous review
I've been coming here for over 25 years and have seen the ups and downs of this place. They are under with new management or ownership than last year when I came and so far it's better than before. This place is like an oasis away from it all. Mineral springs, wading/lounge pool, multiple hot tubs and spa treatments await you here. They serve alcohol and even put in a Starbucks. It's clean, and the locker room has you covered for shampoo, conditioner and lotion if you forget.

The weekends are my least favorite time to visit because it's just too crowded. Good luck getting a pool float and you'll wait nearly 30 minutes or more to get a drink. They reach maximum occupancy most weekends. They've done better dealing with the quantity of people but it's sill a long wait for most anything. Because of this. It's also hard to justify the cost to visit - $69 admission fee. The admission fee is just ridiculous. And if you don't book a $100 service like a massage or facial, , you're not guaranteed to get in. This is probably my last trip unless they have some super sensational deal. The drive coupled with no guarantees of getting in are a no win for me.

Read less
","High","high end massage retreat","Mission Viejo, CA",500,404,452,"Elite '2020","Patty A R.","2017-08-27",NA,NA,"Fri",1,1,1,0,0,0,0,1,0,0,1,0,0.028,0.028,0.028,0,0,0,0,0.028,0,0,0.028,0,8,5,"5","5",0,"rating 3"
574,"mostRecentVisit_review","I came to DOCTOR Family Chiropractic after experiencing a few months of chronic sciatic pain. My primary care doctor took some X-rays and prescribed me a muscle relaxer, but I didn't feel like that was enough. I have had chiropractic care in the past, so it was just a matter of finding a new doctor. DOCTOR was highly reviewed and I made an appointment. From the first phone call I was treated professionally and kindly. The office is clean, inviting and full of state-of-the-art equipment. All of the office staff are friendly and DOCTOR is kind and caring. He took his time explaining my issues and his plan to help me find relief. He was realistic about my situation and didn't promise any miracles in an effort to gain my business. He was straightforward and encouraging. I have been receiving treatments for about one month and have had improvement in my pain. I have good and bad days, but I know things are improving and this makes me feel good about my decision to seek treatment with this office.","mostRecentVisit_rating",5,"no",NA,"10/4/2018
I came to DOCTOR Family Chiropractic after experiencing a few months of chronic sciatic pain. My primary care doctor took some X-rays and prescribed me a muscle relaxer, but I didn't feel like that was enough. I have had chiropractic care in the past, so it was just a matter of finding a new doctor. DOCTOR was highly reviewed and I made an appointment. From the first phone call I was treated professionally and kindly. The office is clean, inviting and full of state-of-the-art equipment. All of the office staff are friendly and DOCTOR is kind and caring. He took his time explaining my issues and his plan to help me find relief. He was realistic about my situation and didn't promise any miracles in an effort to gain my business. He was straightforward and encouraging. I have been receiving treatments for about one month and have had improvement in my pain. I have good and bad days, but I know things are improving and this makes me feel good about my decision to seek treatment with this office.","Avg","chiropractic","Corona, CA",17,4,4,NA,"Crystal D.","2018-10-04",NA,NA,"Wed",4,12,1,4,1,0,2,0,0,2,2,1,0.02,0.061,0.005,0.02,0.005,0,0.01,0,0,0.01,0.01,0.005,10,5,"5","5",1,"rating 5"
575,"mostRecentVisit_review"," Love the staff here.  All so friendly and welcoming.
Came with the worse back pain and after a few adjustment felt good as new.","mostRecentVisit_rating",5,"no",NA,"4/30/2016
 1 photo

Love the staff here.  All so friendly and welcoming.
Came with the worse back pain and after a few adjustment felt good as new.","Avg","chiropractic","Corona, CA",53,28,24,NA,"Kevin S.","2016-04-30",1,NA,"Mon",2,2,0,0,0,0,0,0,0,0,1,1,0.074,0.074,0,0,0,0,0,0,0,0,0.037,0.037,7,5,"5","5",1,"rating 5"
576,"mostRecentVisit_review","Very clean and professional.
I went in with a good amount of lower neck pain and came out feeling much better immediately.

DOCTOR pin point the problem very quickly.

Highly recommend.","mostRecentVisit_rating",5,"no",NA,"5/26/2016
Very clean and professional.
I went in with a good amount of lower neck pain and came out feeling much better immediately.

DOCTOR pin point the problem very quickly.

Highly recommend.","Avg","chiropractic","Corona, CA",67,3,NA,NA,"David M.","2016-05-26",NA,NA,"Thu",1,2,0,0,0,0,0,0,0,0,1,1,0.028,0.056,0,0,0,0,0,0,0,0,0.028,0.028,7,5,"5","5",1,"rating 5"
577,"mostRecentVisit_review","DOCTOR is wonderful to deal with.  When the family first came in to talk with him,  he spent a  lot of time talking with us about our history,  and his plan for treatment.  X-ray' s were the first thing.  Not all chiropractors do them,  and I find it very important as to not ""Go in blind"". Chiropractic care is not inexpensive as most insurance companies don't cover much.  Regardless, he worked out a discounted family plan for the three of us,  which made it much more reasonable. All the staff is wonderful.  Greeted by multiple people EVERY time we go in. Can't say enough about this staff.","mostRecentVisit_rating",5,"no",NA,"3/1/2018
DOCTOR is wonderful to deal with.  When the family first came in to talk with him,  he spent a  lot of time talking with us about our history,  and his plan for treatment.  X-ray' s were the first thing.  Not all chiropractors do them,  and I find it very important as to not ""Go in blind"". Chiropractic care is not inexpensive as most insurance companies don't cover much.  Regardless, he worked out a discounted family plan for the three of us,  which made it much more reasonable. All the staff is wonderful.  Greeted by multiple people EVERY time we go in. Can't say enough about this staff.","Avg","chiropractic","Corona, CA",0,14,NA,NA,"Greg B.","2018-03-01",NA,NA,"Sun",4,2,2,0,0,0,1,0,3,0,0,3,0.03,0.015,0.015,0,0,0,0.008,0,0.023,0,0,0.023,8,5,"5","5",1,"rating 5"
578,"mostRecentVisit_review","I just went in for my first appointment yesterday and I loved it! It was my first chiropractic visit so I wasn't sure what to expect but DOCTOR did a really great job of explaining everything to me beforehand so that I really felt comfortable. I love that we get to do the X-rays in house and review them on the same day. Everyone in the office was friendly and the office itself felt very inviting.

I cant wait to go back for my next adjustment! If you've never been to a chiropractor do yourself a favor and come to here- you definitely wont regret it!","mostRecentVisit_rating",5,"no",NA,"2/3/2016
I just went in for my first appointment yesterday and I loved it! It was my first chiropractic visit so I wasn't sure what to expect but DOCTOR did a really great job of explaining everything to me beforehand so that I really felt comfortable. I love that we get to do the X-rays in house and review them on the same day. Everyone in the office was friendly and the office itself felt very inviting.

I cant wait to go back for my next adjustment! If you've never been to a chiropractor do yourself a favor and come to here- you definitely wont regret it!","Avg","chiropractic","Santa Ana, CA",70,35,NA,NA,"Aida D.","2016-02-03",NA,NA,"Tue",4,4,2,0,2,0,0,2,0,1,0,0,0.035,0.035,0.018,0,0.018,0,0,0.018,0,0.009,0,0,7,5,"5","5",1,"rating 5"
579,"mostRecentVisit_review","The doctor and staff were very nice and friendly. The office was very clean and organized.
I had an x-ray and consultation done and DOCTOR explained that he would make a plan to get me back on the right track. He said he would give me a roller and teach me exercises to do at home that would help.
When I retuned for my next visit I still did not receive that information. He sat me down and explained to me that he wanted me to go in 3-4 times per week to get adjusted. I explained to him that would not be realistic for me with my schedule, let alone my budget being a full time student. He said he couldn't discount his services because my insurance only pays him $1. I was not asking for a discount... just saying I can't afford to go that often
After that conversation, I feel like he totally gave up on me and wasn't interested in helping me. I was just very surprised and disappointed with my experience. I do not plan to return.","mostRecentVisit_rating",3,"no",NA,"10/19/2016
The doctor and staff were very nice and friendly. The office was very clean and organized.
I had an x-ray and consultation done and DOCTOR explained that he would make a plan to get me back on the right track. He said he would give me a roller and teach me exercises to do at home that would help.
When I retuned for my next visit I still did not receive that information. He sat me down and explained to me that he wanted me to go in 3-4 times per week to get adjusted. I explained to him that would not be realistic for me with my schedule, let alone my budget being a full time student. He said he couldn't discount his services because my insurance only pays him $1. I was not asking for a discount... just saying I can't afford to go that often
After that conversation, I feel like he totally gave up on me and wasn't interested in helping me. I was just very surprised and disappointed with my experience. I do not plan to return.","Avg","chiropractic","Chino Hills, CA",127,59,13,NA,"Alexis D.","2016-10-19",NA,NA,"Thu",2,9,3,0,7,0,0,0,4,0,0,2,0.01,0.045,0.015,0,0.035,0,0,0,0.02,0,0,0.01,7,5,"5","5",0,"rating 3"
58,"mostRecentVisit_review","Thank goodness for the CHIROPRACTIC team. I was in a car accident and needed chiropractic services badly. I did a search and found CHIROPRACTIC.  From my first interaction and ongoing I always feel better when I leave.

Thank you!
","mostRecentVisit_rating",5,"no",NA,"4/15/2018
Thank goodness for the CHIROPRACTIC team. I was in a car accident and needed chiropractic services badly. I did a search and found CHIROPRACTIC.  From my first interaction and ongoing I always feel better when I leave.

Thank you!
","Avg","chiropractic","Corona, CA",0,3,NA,NA,"Lisa L.","2018-04-15",NA,NA,"Sun",1,3,1,0,0,0,0,0,0,0,0,0,0.022,0.067,0.022,0,0,0,0,0,0,0,0,0,6,5,"5","5",1,"rating 5"
580,"mostRecentVisit_review","Dr.DOCTOR is amazing and staff is so friendly! I've been seeing Dr.DOCTOR for my neck and mid back pain and headaches. I haven't had a headache in a while now thanks to him! Also the massage therapist at the office is the best! Thanks again!","mostRecentVisit_rating",5,"no",NA,"4/28/2017
Dr.DOCTOR is amazing and staff is so friendly! I've been seeing Dr.DOCTOR for my neck and mid back pain and headaches. I haven't had a headache in a while now thanks to him! Also the massage therapist at the office is the best! Thanks again!","Avg","chiropractic","Riverside, CA",2,19,8,NA,"Tera R.","2017-04-28",NA,NA,"Sat",3,3,1,0,0,0,0,0,0,0,0,0,0.057,0.057,0.019,0,0,0,0,0,0,0,0,0,6,5,"5","5",1,"rating 5"
581,"mostRecentVisit_review"," I have been coming here for a couple of months now for my low back problems and the treatment I am receiving has helped quite a bit. I had been searching for a new Chiro after being unable to drive to my previous one in Orange County and DOCTOR's practice has been very convenient.

The office is very modern and staff is great, and the pricing is a little bit better than what I was paying before","mostRecentVisit_rating",5,"no",NA,"7/30/2015
 5 check-ins

I have been coming here for a couple of months now for my low back problems and the treatment I am receiving has helped quite a bit. I had been searching for a new Chiro after being unable to drive to my previous one in Orange County and DOCTOR's practice has been very convenient.

The office is very modern and staff is great, and the pricing is a little bit better than what I was paying before","Avg","chiropractic","Corona, CA",8,151,9,NA,"Dave L.","2015-07-30",NA,5,"Mon",3,4,3,1,0,0,0,0,0,0,0,0,0.037,0.049,0.037,0.012,0,0,0,0,0,0,0,0,7,5,"5","5",1,"rating 5"
582,"mostRecentVisit_review","  HIGH END SPA is my happy place!! Seriously, I love spending the day here even if I'm not getting any treatments. The atmosphere is so pleasant and relaxing, especially if it's not too busy.

We usually get a cabana because once you get a cabana it is hard to go back! It's so nice having your own dedicated cushiony lounge chairs and server that will bring you anything you need. The drinks are wonderful but pretty expensive. The same can be said for the food.

Every time I've gotten a treatment it has been fabulous. The massage techs are top notch and really listen to what you need. The massages are always very relaxing and refreshing.

","mostRecentVisit_rating",5,"yes"," Amber P. of HIGH END SPA Hot Springs

Business Customer Service

12/24/2018Hi Brianna,

We're so glad to hear that you enjoyed your experience in our cabanas! Hope to see you back with us soon.

With kind,
Amber Peyghambari","12/23/2018
 1 photo

 1 check-in

HIGH END SPA is my happy place!! Seriously, I love spending the day here even if I'm not getting any treatments. The atmosphere is so pleasant and relaxing, especially if it's not too busy.

We usually get a cabana because once you get a cabana it is hard to go back! It's so nice having your own dedicated cushiony lounge chairs and server that will bring you anything you need. The drinks are wonderful but pretty expensive. The same can be said for the food.

Every time I've gotten a treatment it has been fabulous. The massage techs are top notch and really listen to what you need. The massages are always very relaxing and refreshing.

Comment from Amber P. of HIGH END SPA Hot Springs

Business Customer Service

12/24/2018Hi Brianna,

We're so glad to hear that you enjoyed your experience in our cabanas! Hope to see you back with us soon.

With kind,
Amber Peyghambari","High","high end massage retreat","Denver, CO",376,171,299,"Elite '2020","Brianna T.","2018-12-23",1,1,"Mon",7,4,1,0,1,0,0,4,2,1,0,0,0.052,0.03,0.007,0,0.007,0,0,0.03,0.015,0.007,0,0,7,5,"5","5",1,"rating 5"
583,"mostRecentVisit_review","DOCTOR and his staff are amazing! I felt very comfortable with him and his staff from the start. At my first visit he took X-rays and was very detailed about explaining what was going on with my back and what needed to be done to fix it. He's extremely knowledgeable. I've noticed a difference in my lower back/hips after my first adjustment and always look forward to the next one. He's also very good with my kids who usually tag along with me. I  highly recommend DOCTOR to anyone!","mostRecentVisit_rating",5,"no",NA,"1/12/2017
DOCTOR and his staff are amazing! I felt very comfortable with him and his staff from the start. At my first visit he took X-rays and was very detailed about explaining what was going on with my back and what needed to be done to fix it. He's extremely knowledgeable. I've noticed a difference in my lower back/hips after my first adjustment and always look forward to the next one. He's also very good with my kids who usually tag along with me. I  highly recommend DOCTOR to anyone!","Avg","chiropractic","Corona, CA",12,7,NA,NA,"Holli C.","2017-01-12",NA,NA,"Thu",2,5,0,0,0,0,0,0,0,0,1,4,0.02,0.051,0,0,0,0,0,0,0,0,0.01,0.04,7,5,"5","5",1,"rating 5"
584,"mostRecentVisit_review","Had sciatica pain, resulting in leg weakening.  Checked reviews for DOCTOR Family Chiropractic and decided to give it a go.  Smart decision.  DOCTOR X-rayed first, to identify what was going on.  Who does that in the chiropractic arena?  A smart doctor.  His consultation was clear, concise (love the marker drawings), and I could see the problem origin because of the X-rays. He laid out the treatment schedule, and after just 3 days, I already felt marked improvement.  At the end of the plan, he X-rayed again.  The X-rays confirmed what I already knew/felt - much better! I'm now on a maintenance program that will allow continued progress.  Also, an office staff will make or break any great doctor.  His is the best I have ever encountered!  They care, they're kind, and always have a smile for you.  Who ""wants"" to go to a doctor's office AND misses the office staff?  Me.  It's bizarre just saying that, but it's true.","mostRecentVisit_rating",5,"no",NA,"6/22/2018
Had sciatica pain, resulting in leg weakening.  Checked reviews for DOCTOR Family Chiropractic and decided to give it a go.  Smart decision.  DOCTOR X-rayed first, to identify what was going on.  Who does that in the chiropractic arena?  A smart doctor.  His consultation was clear, concise (love the marker drawings), and I could see the problem origin because of the X-rays. He laid out the treatment schedule, and after just 3 days, I already felt marked improvement.  At the end of the plan, he X-rayed again.  The X-rays confirmed what I already knew/felt - much better! I'm now on a maintenance program that will allow continued progress.  Also, an office staff will make or break any great doctor.  His is the best I have ever encountered!  They care, they're kind, and always have a smile for you.  Who ""wants"" to go to a doctor's office AND misses the office staff?  Me.  It's bizarre just saying that, but it's true.","Avg","chiropractic","Corona, CA",0,46,NA,NA,"Delora D.","2018-06-22",NA,NA,"Sun",10,5,2,2,3,2,0,1,0,1,0,0,0.049,0.025,0.01,0.01,0.015,0.01,0,0.005,0,0.005,0,0,9,5,"5","5",1,"rating 5"
